word,word_length_for_file,number_of_guess_for_file,number_of_incorrect_guesses_for_file,which_list_solved_word,letters_guessed_in_order,letters_guessed_incorrectly
gaze,4,11,7,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'r', 's', 'm', 'c', 'w', 'l', 'g', 'z']","{'c', 't', 'r', 'm', 'w', 'l', 's'}"
especially,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'e', 'c', 'y', 'a', 'p', 'l', 's']",set()
maintenance,11,7,0,5000EnglishWordsFrequency.txt,"['t', 'c', 'e', 'n', 'm', 'a', 'i']",set()
olympic,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'c', 'y', 'm', 'p', 'l', 'o']","{'e', 'a'}"
weed,4,5,2,5000EnglishWordsFrequency.txt,"['e', 'd', 's', 'n', 'w']","{'s', 'n'}"
democracy,9,9,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'r', 'c', 'd', 'm', 'y', 'a', 'o']",{'i'}
dirty,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 't', 'h', 'y', 'r', 'd']","{'e', 'a', 'h', 'o'}"
part,4,10,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'r', 'm', 'd', 't', 'c', 'p']","{'e', 'c', 'd', 'm', 'l', 'o'}"
base,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'r', 's', 'c', 'b']","{'r', 'c', 't'}"
vaccine,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'v', 'c', 'n']",{'o'}
closer,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'n', 'l', 'o', 'c', 's']","{'t', 'n'}"
receive,7,5,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'v', 'c', 'i']",set()
evil,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 't', 'v', 'l']","{'a', 't'}"
consultant,10,10,2,5000EnglishWordsFrequency.txt,"['i', 'e', 'o', 'c', 't', 'u', 'n', 'a', 'l', 's']","{'e', 'i'}"
olympics,8,10,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'y', 'c', 'm', 'p', 'l', 'o', 's']","{'e', 'n'}"
team,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'l', 't', 'm']","{'r', 'l'}"
transformation,14,9,0,5000EnglishWordsFrequency.txt,"['t', 'r', 'f', 'n', 'm', 'a', 'i', 'o', 's']",set()
divide,6,4,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'd', 'v']",set()
consequence,11,8,1,5000EnglishWordsFrequency.txt,"['t', 'e', 'c', 'n', 'u', 'q', 'o', 's']",{'t'}
rent,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 't', 's', 'n', 'r']","{'a', 'l', 's'}"
slow,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'p', 'w', 's', 'h', 'n', 'l']","{'e', 'p', 'h', 'n'}"
capability,10,8,0,5000EnglishWordsFrequency.txt,"['i', 't', 'c', 'b', 'y', 'a', 'p', 'l']",set()
topic,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'u', 't', 'c', 'i', 'p']","{'e', 'a', 'u'}"
faculty,7,10,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'n', 'c', 't', 'u', 'f', 'y', 'l']","{'e', 'i', 'n'}"
clothing,8,9,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'g', 'h', 'c', 't', 'l', 'o']",{'e'}
hello,5,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'y', 'h', 'o']","{'y', 'a'}"
enterprise,10,8,1,5000EnglishWordsFrequency.txt,"['i', 'o', 'r', 'e', 't', 'n', 'p', 's']",{'o'}
director,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'c', 't', 'd', 'i', 'o']",set()
worry,5,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'u', 't', 'r', 'y', 'w']","{'e', 'a', 'u', 't'}"
pursue,6,7,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'u', 'r', 'p', 's']","{'i', 'a'}"
incentive,9,6,0,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'c', 'v', 'i']",set()
advance,7,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'n', 'r', 'c', 'v', 'd']","{'r', 'i', 'o'}"
athlete,7,7,2,5000EnglishWordsFrequency.txt,"['e', 'c', 'r', 'h', 't', 'a', 'l']","{'r', 'c'}"
setting,7,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'g', 'd', 's', 'r', 't']","{'r', 'd'}"
grip,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'p', 'l', 'h', 'r', 'g']","{'e', 'h', 'a', 'l', 'o'}"
baseball,8,7,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 'a', 'b', 'l', 's']","{'r', 'o'}"
study,5,10,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 'u', 't', 's', 'f', 'd', 'y']","{'e', 'f', 'a', 'i', 'o'}"
butter,6,6,1,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'm', 'b', 'u']",{'m'}
passenger,9,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 'g', 'a', 'p', 's']",set()
stream,6,6,0,5000EnglishWordsFrequency.txt,"['e', 't', 's', 'r', 'a', 'm']",set()
blue,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 'u', 'l', 'c', 'b']","{'c', 'a', 'o', 'i'}"
civilian,8,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'v', 'c', 'a', 'l']",{'e'}
withdrawal,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'r', 'd', 'h', 't', 'a', 'w', 'l']",set()
neat,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'l', 't', 'm', 'h', 'n']","{'r', 'h', 'l', 'm'}"
balance,7,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'c', 'b', 'n', 'l']","{'i', 'o'}"
extension,9,7,0,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'i', 'o', 'x', 's']",set()
japanese,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'n', 'j', 'a', 'p', 's']",set()
self,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 't', 'f', 's']","{'a', 't'}"
vision,6,6,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'v', 'o', 's']",{'e'}
boring,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'g', 'r', 's', 'u', 'b', 'o']","{'e', 'u', 's'}"
difficult,9,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'c', 'u', 't', 'f', 'd', 'l']",{'e'}
extend,6,5,0,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'd', 'x']",set()
operator,8,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'r', 'a', 'p', 'o']",{'i'}
sin,3,10,7,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 'i', 'p', 's', 'x', 'r', 't', 'n']","{'e', 't', 'r', 'a', 'p', 'o', 'x'}"
bunch,5,12,7,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 'u', 'y', 'c', 'h', 'n', 'l', 'p', 'b']","{'e', 'y', 'a', 'i', 'p', 'l', 'o'}"
wilderness,10,8,0,5000EnglishWordsFrequency.txt,"['i', 'r', 'd', 'e', 'n', 'w', 'l', 's']",set()
pat,3,7,4,5000EnglishWordsFrequency.txt,"['a', 't', 'c', 'h', 'r', 'b', 'p']","{'r', 'c', 'h', 'b'}"
already,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'f', 'd', 'y', 'a', 'l']",{'f'}
confirm,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'c', 'o', 't', 'r', 'f', 'm']","{'e', 't'}"
detect,6,4,0,5000EnglishWordsFrequency.txt,"['e', 't', 'd', 'c']",set()
iron,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'p', 'w', 'i', 'n', 'c', 'r']","{'e', 'p', 'c', 'w'}"
including,9,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'c', 'u', 'd', 'g', 'l']",{'e'}
fiction,7,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'o', 'm', 'b', 'c', 't', 'f']","{'e', 'b', 'm'}"
air,3,5,2,5000EnglishWordsFrequency.txt,"['a', 'd', 's', 'r', 'i']","{'d', 's'}"
band,4,10,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'r', 'n', 'd', 'h', 's', 'b']","{'e', 'h', 'r', 'l', 'o', 's'}"
guitar,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'c', 'u', 'r', 'g', 'a']","{'e', 'c'}"
serious,7,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'm', 'u', 'r', 'o', 's']",{'m'}
directly,8,8,0,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'l', 'c', 'd', 'y', 'i']",set()
designer,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'g', 'd', 'n', 'i', 's']",set()
draft,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 't', 'f', 'c', 'd']","{'e', 'c'}"
tank,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'r', 'n', 'd', 't', 'k']","{'e', 'r', 'd', 'l', 'o'}"
noise,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 's', 'n', 'o']","{'r', 'a'}"
badly,5,11,6,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 'h', 'n', 'l', 'u', 'b', 'd', 'y']","{'e', 'u', 'h', 'r', 'n', 'i'}"
consistently,12,9,0,5000EnglishWordsFrequency.txt,"['i', 'e', 'c', 't', 'n', 'y', 'l', 'o', 's']",set()
teenager,8,6,0,5000EnglishWordsFrequency.txt,"['e', 't', 'r', 'g', 'n', 'a']",set()
pond,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 'r', 's', 'n', 'd', 'b', 'p']","{'e', 'b', 'r', 'l', 's'}"
scary,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 'k', 't', 'h', 'c', 'y']","{'e', 'k', 'h', 't'}"
core,4,11,7,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 's', 'p', 'n', 'm', 'l', 'c', 'r']","{'n', 'm', 'a', 'i', 'p', 'l', 's'}"
symbolic,8,10,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'c', 'b', 'y', 'm', 'l', 'o', 's']","{'e', 'a'}"
juice,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 's', 'u', 't', 'j', 'c']","{'r', 'a', 't', 's'}"
trap,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'r', 'g', 'p', 't']","{'e', 'o', 'g'}"
offender,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 'f', 'n', 'd']",set()
aisle,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'n', 'p', 'i', 's']","{'p', 'n'}"
valid,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'c', 'r', 't', 'v', 'd', 'l']","{'r', 'e', 'c', 't'}"
defense,7,6,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'f', 'n', 'd', 's']",{'r'}
violence,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'n', 'c', 'i', 'v', 'l', 'o']",set()
academic,8,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'c', 'd', 'm', 'a', 'i']",{'r'}
sack,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'r', 'n', 's', 'c', 'k']","{'e', 'r', 'n', 'l', 'o'}"
cognitive,9,10,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'v', 'c', 't', 'n', 'g', 'i', 'o']","{'r', 'a'}"
decrease,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'c', 'r', 'd', 'a', 's']",set()
loan,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'o', 'l', 's', 'n', 'a']","{'e', 's'}"
taxpayer,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'r', 's', 't', 'y', 'a', 'p', 'x']",{'s'}
enter,5,6,2,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 'a', 't', 'n']","{'d', 'a'}"
mess,4,8,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 't', 'n', 'r', 's', 'm']","{'t', 'r', 'n', 'a', 'l'}"
exchange,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'c', 'h', 'n', 'g', 'x']",set()
talk,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'm', 'k', 'w', 't']","{'e', 'o', 'w', 'm'}"
presidential,12,10,0,5000EnglishWordsFrequency.txt,"['i', 'e', 't', 'r', 'n', 'd', 'a', 'p', 'l', 's']",set()
shirt,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 't', 'r', 's', 'k', 'h']","{'e', 'k', 'a', 'o'}"
everywhere,10,7,1,5000EnglishWordsFrequency.txt,"['i', 'e', 'h', 'v', 'r', 'y', 'w']",{'i'}
dispute,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'c', 't', 'u', 'd', 'p', 's']",{'c'}
counsel,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'c', 'n', 'u', 'l', 'o', 's']",{'r'}
violate,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'c', 't', 'u', 'v', 'a', 'l', 'o']","{'c', 'u'}"
palm,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'm', 'c', 'p']","{'e', 'c', 'o'}"
terrorist,9,6,0,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'r', 'o', 's']",set()
orbit,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'u', 't', 'b', 'r', 'i']","{'e', 'a', 'u'}"
march,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 'c', 'h', 'm']","{'e', 'i'}"
wall,4,9,6,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'b', 'c', 'f', 't', 'w']","{'e', 'c', 't', 'b', 'f', 'o'}"
democratic,10,9,0,5000EnglishWordsFrequency.txt,"['i', 'e', 'c', 't', 'r', 'd', 'm', 'a', 'o']",set()
speak,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 's', 't', 'k', 'n', 'p']","{'r', 't', 'n'}"
visual,6,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'l', 's', 'a', 'u', 'v']",{'e'}
month,5,9,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'u', 't', 'r', 'h', 'n', 'm']","{'r', 'e', 'a', 'u'}"
combat,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'l', 't', 'm', 'c', 'b', 'a']","{'e', 'l', 'i'}"
doctrine,8,8,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'c', 't', 'r', 'n', 'd']",set()
able,4,5,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'd', 'l', 'b']",{'d'}
somebody,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 'b', 'd', 'm', 'y', 's']",{'r'}
french,6,9,3,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'g', 'y', 'c', 'h', 'r', 'f']","{'y', 't', 'g'}"
stroke,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'u', 'o', 't', 'r', 'k', 's']","{'u', 'a', 'i'}"
anticipate,10,7,0,5000EnglishWordsFrequency.txt,"['i', 't', 'c', 'e', 'n', 'a', 'p']",set()
standing,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'g', 't', 'd', 'a', 's']",{'e'}
arrival,7,6,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'r', 'v', 'l']",{'e'}
trial,5,6,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'l', 'r', 't', 'i']",{'e'}
wine,4,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 'l', 'n', 'f', 'w']","{'r', 'a', 'l', 'f'}"
commitment,10,7,0,5000EnglishWordsFrequency.txt,"['i', 'c', 't', 'e', 'n', 'm', 'o']",set()
whatever,8,7,0,5000EnglishWordsFrequency.txt,"['e', 't', 'r', 'h', 'v', 'a', 'w']",set()
correct,7,6,1,5000EnglishWordsFrequency.txt,"['e', 't', 'c', 'o', 'l', 'r']",{'l'}
trading,7,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'g', 'a', 'r', 'd', 't']",{'e'}
deadline,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'a', 'n', 'd', 'i', 'l']",set()
explicit,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'c', 't', 'p', 'l', 'x']",set()
continue,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'c', 'u', 't', 'n']",set()
proud,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'r', 'n', 'u', 'p', 'd']","{'e', 'a', 'n'}"
journey,7,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'u', 'j', 'n', 'y', 'o']",set()
brick,5,12,7,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 't', 'l', 'n', 'c', 'k', 'u', 'b', 'r']","{'e', 'u', 't', 'n', 'a', 'l', 'o'}"
bike,4,12,8,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 'l', 'n', 't', 'w', 'd', 'v', 'k', 'b']","{'t', 'r', 'v', 'n', 'd', 'a', 'w', 'l'}"
dramatically,12,9,0,5000EnglishWordsFrequency.txt,"['i', 'c', 't', 'r', 'd', 'm', 'y', 'a', 'l']",set()
tale,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'k', 'p', 'l']","{'k', 'p'}"
creation,8,9,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 't', 'o', 'u', 'c', 'r', 'a']",{'u'}
grandmother,11,11,1,5000EnglishWordsFrequency.txt,"['t', 'i', 'e', 'h', 'r', 'n', 'd', 'g', 'a', 'm', 'o']",{'i'}
rule,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 'u', 'r', 'l']","{'i', 'a', 'o'}"
clock,5,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'r', 'c', 'k', 'l']","{'r', 'e', 'a'}"
delicate,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'c', 'd', 'i', 'l']",set()
notice,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'o', 'c', 'p', 't', 'n']","{'p', 'a'}"
aspect,6,6,0,5000EnglishWordsFrequency.txt,"['e', 't', 's', 'c', 'a', 'p']",set()
replace,7,6,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'l', 'a', 'c', 'p']",set()
almost,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'r', 't', 'm', 'l', 's']","{'r', 'e', 'i'}"
middle,6,5,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'l', 'm', 'd']",set()
fifty,5,9,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'i', 't', 'h', 'y', 'r', 'f']","{'e', 'h', 'r', 'a', 'o'}"
except,6,5,0,5000EnglishWordsFrequency.txt,"['e', 't', 'p', 'c', 'x']",set()
reliability,11,8,0,5000EnglishWordsFrequency.txt,"['t', 'e', 'r', 'b', 'y', 'a', 'i', 'l']",set()
online,6,7,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'o', 'c', 'n', 'l']","{'c', 'a'}"
broker,6,6,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 'o', 'b', 'k']",{'d'}
meal,4,6,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'l', 's', 'm']","{'r', 's'}"
jar,3,7,4,5000EnglishWordsFrequency.txt,"['a', 't', 'y', 'r', 'w', 'b', 'j']","{'y', 'w', 't', 'b'}"
textbook,8,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 't', 'b', 'k', 'o', 'x']","{'i', 'a'}"
interval,8,8,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 't', 'v', 'a', 'i', 'l']",set()
uncover,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'i', 'n', 'u', 'c', 'v', 'o']","{'i', 't'}"
yet,3,8,5,5000EnglishWordsFrequency.txt,"['a', 'e', 't', 'w', 'n', 'g', 'l', 'y']","{'g', 'n', 'a', 'w', 'l'}"
shelter,7,7,1,5000EnglishWordsFrequency.txt,"['e', 's', 'r', 't', 'a', 'h', 'l']",{'a'}
perceive,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'c', 'r', 'v', 'i', 'p']",set()
drown,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'r', 'n', 'w', 'd']","{'e', 'a'}"
instinct,8,6,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'c', 't', 'n', 's']",{'e'}
american,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'c', 'r', 'n', 'm', 'a']",set()
supposed,8,7,1,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 'o', 'u', 'p', 's']",{'r'}
vacation,8,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 'o', 'c', 't', 'v', 'a']",{'e'}
fiscal,6,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'l', 's', 'a', 'u', 'c', 'f']","{'e', 'u'}"
pasta,5,5,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'p', 't', 's']",{'e'}
sad,3,8,5,5000EnglishWordsFrequency.txt,"['a', 't', 'y', 'r', 'p', 'b', 'd', 's']","{'t', 'b', 'r', 'y', 'p'}"
dealer,6,5,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 'a', 'l']",set()
swear,5,6,1,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'c', 'w', 's']",{'c'}
influence,9,7,0,5000EnglishWordsFrequency.txt,"['e', 'n', 'u', 'c', 'f', 'i', 'l']",set()
retired,7,5,0,5000EnglishWordsFrequency.txt,"['e', 'r', 't', 'd', 'i']",set()
become,6,8,3,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 'l', 'b', 'c', 'm', 'o']","{'r', 'l', 'd'}"
fate,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 't', 'h', 'r', 'd', 'f']","{'r', 'h', 'd'}"
cycle,5,8,4,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 'u', 'y', 'c', 'l']","{'u', 'a', 'o', 'i'}"
educator,8,9,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'u', 'c', 't', 'r', 'd', 'a', 'o']",{'i'}
mouth,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'o', 'u', 't', 'h', 's', 'm']","{'e', 'a', 's'}"
excited,7,6,0,5000EnglishWordsFrequency.txt,"['e', 'c', 't', 'd', 'i', 'x']",set()
tendency,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'c', 't', 'n', 'd', 'y']",set()
superior,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'o', 'i', 'u', 'p', 's']",set()
routinely,9,9,0,5000EnglishWordsFrequency.txt,"['e', 't', 'u', 'r', 'n', 'y', 'i', 'l', 'o']",set()
them,4,4,0,5000EnglishWordsFrequency.txt,"['e', 't', 'h', 'm']",set()
negotiation,11,7,0,5000EnglishWordsFrequency.txt,"['t', 'n', 'e', 'g', 'a', 'i', 'o']",set()
patent,6,5,0,5000EnglishWordsFrequency.txt,"['e', 't', 'n', 'a', 'p']",set()
condemn,7,9,3,5000EnglishWordsFrequency.txt,"['e', 't', 's', 'r', 'c', 'n', 'd', 'm', 'o']","{'r', 't', 's'}"
flexibility,11,8,0,5000EnglishWordsFrequency.txt,"['t', 'e', 'b', 'y', 'i', 'l', 'f', 'x']",set()
feminist,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'i', 'n', 't', 'f', 'm', 's']",set()
order,5,4,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'd', 'o']",set()
surface,7,9,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'u', 'c', 'r', 'f', 's']","{'i', 'o'}"
priest,6,7,1,5000EnglishWordsFrequency.txt,"['e', 't', 's', 'o', 'r', 'i', 'p']",{'o'}
beyond,6,9,3,5000EnglishWordsFrequency.txt,"['e', 'r', 'l', 'n', 'd', 'o', 'c', 'b', 'y']","{'r', 'c', 'l'}"
scale,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 's', 'h', 't', 'c', 'l']","{'h', 't'}"
employee,8,6,0,5000EnglishWordsFrequency.txt,"['e', 'y', 'm', 'p', 'l', 'o']",set()
grant,5,7,2,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 't', 'f', 'n', 'g']","{'e', 'f'}"
friend,6,9,3,5000EnglishWordsFrequency.txt,"['e', 't', 'a', 'y', 'n', 'r', 'f', 'd', 'i']","{'y', 'a', 't'}"
salt,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'l', 'm', 'k', 'h', 't', 's']","{'e', 'h', 'm', 'k', 'o'}"
language,8,7,1,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 'u', 'g', 'n', 'l']",{'i'}
lean,4,7,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'r', 'l', 'f', 'p', 'n']","{'r', 'p', 'f'}"
interact,8,7,0,5000EnglishWordsFrequency.txt,"['e', 'r', 'n', 't', 'c', 'a', 'i']",set()
exclusively,11,10,1,5000EnglishWordsFrequency.txt,"['t', 'e', 'c', 'u', 'v', 'y', 'i', 'l', 'x', 's']",{'t'}
limb,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'o', 'a', 'i', 'l', 't', 'k', 'b', 'm']","{'e', 't', 'k', 'a', 'o'}"
unite,5,8,3,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'r', 's', 'u', 't', 'n']","{'r', 'a', 's'}"
pure,4,9,5,5000EnglishWordsFrequency.txt,"['e', 'a', 'i', 'o', 'u', 'r', 'c', 's', 'p']","{'c', 'a', 'i', 'o', 's'}"
tobacco,7,7,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'a', 't', 'o', 'c', 'b']","{'e', 'i'}"
bow,3,10,7,5000EnglishWordsFrequency.txt,"['a', 'e', 'o', 't', 'w', 'l', 'r', 'c', 'n', 'b']","{'e', 'c', 't', 'r', 'n', 'a', 'l'}"
survive,7,8,2,5000EnglishWordsFrequency.txt,"['e', 'i', 'o', 'a', 'u', 's', 'r', 'v']","{'a', 'o'}"
industrial,10,9,0,5000EnglishWordsFrequency.txt,"['i', 'n', 'u', 't', 'r', 'd', 'a', 'l', 's']",set()
nonprofit,9,8,1,5000EnglishWordsFrequency.txt,"['e', 'i', 't', 'r', 'f', 'n', 'p', 'o']",{'e'}
concern,7,7,2,5000EnglishWordsFrequency.txt,"['e', 't', 's', 'r', 'c', 'n', 'o']","{'t', 's'}"
